opabbrev,opname,optype,datasource,count
Non-public,Latin American Theatre Ensemble Inc.,Non-public,dcla_culturalinstitutions,1
Non-public,Mirrer Yeshiva K'Tana Central Institute,Non-public,dohmh_daycare,1
Non-public,Usac Towing Corp.,Non-public,dca_operatingbusinesses,1
Non-public,L.Y.E. West End Interg,Non-public,nysed_activeinstitutions,1
Non-public,Tow-Arrific Inc,Non-public,dca_operatingbusinesses,5
Non-public,Redball Owners Llc,Non-public,dca_operatingbusinesses,1
Non-public,Change for Kids Inc,Non-public,dcla_culturalinstitutions,1
Non-public,Discovery Pitstop Inc,Non-public,dohmh_daycare,1
Non-public,Holy Tabernacle Church Inc.,Non-public,foodbankny_foodbanks,2
Non-public,Our Children Group Day Care,Non-public,nysed_activeinstitutions,1
Non-public,"Citysquash, Inc.",Non-public,dohmh_daycare,1
Non-public,Alpha Preschool,Non-public,nysed_activeinstitutions,1
Non-public,Enterprise 45th Ownership Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Aspire One, Llc",Non-public,dca_operatingbusinesses,1
Non-public,"Brownsville Heritage House, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"Kinderland Daycare, Inc.",Non-public,dohmh_daycare,1
Non-public,Mt. Carmel Holy Rosary Preschool,Non-public,dohmh_daycare,1
Non-public,Talmud Torah Tiferes Yechiel D'Aleksander Inc,Non-public,nysed_activeinstitutions,1
Non-public,Beijing Chinese School,Non-public,nysed_activeinstitutions,1
Non-public,403 East 60th Street Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Sweets Parking I, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,AL Noor School,Non-public,doe_universalprek,1
Non-public,"globalFEST, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Thessalonia Baptist Church,Non-public,foodbankny_foodbanks,1
Non-public,Park Here Corp.,Non-public,dca_operatingbusinesses,1
Non-public,First Church of God,Non-public,foodbankny_foodbanks,1
Non-public,Mercer Parking Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Backpacks And Binoculars, Inc.",Non-public,dohmh_daycare,1
Non-public,"Mutual Parking Dekalb, Llc",Non-public,dca_operatingbusinesses,1
Non-public,"Taurus Assoc, J-Cap-Attain Lab",Non-public,nysed_activeinstitutions,1
Non-public,Ny Chinese School,Non-public,nysed_activeinstitutions,1
Non-public,Summer Of Safety Play Street,Non-public,nysed_activeinstitutions,1
Non-public,Followers Of Jesus School,Non-public,nysed_activeinstitutions,1
Non-public,Itty Bitty Adventures Llc,Non-public,dohmh_daycare,1
Non-public,"The Barrington Travel Group, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Juslea Ii Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Macedonia Church of Christ,Non-public,foodbankny_foodbanks,1
Non-public,"Solitaire Auto Services, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Market 15 Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Women In Need,Non-public,nysed_activeinstitutions,1
Non-public,American Academy of Dramatic Arts,Non-public,dcla_culturalinstitutions,1
Non-public,Isamu Noguchi Foundation and Garden Museum,Non-public,dcla_culturalinstitutions,1
Non-public,Saint Adalbert's School,Non-public,doe_universalprek,1
Non-public,Museum of Biblical Art,Non-public,dcla_culturalinstitutions,1
Non-public,Alternative Learning Center At Boys Club,Non-public,nysed_activeinstitutions,1
Non-public,I Park Jfk Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Good Samaritan Fulton Day Care Center, Inc.",Non-public,dohmh_daycare,2
Non-public,Yeshiva Rabbi Leib Kovner Tifereth Israel Inc,Non-public,nysed_activeinstitutions,1
Non-public,Glorious and Gifted Early Childhood Center Inc.,Non-public,doe_universalprek,1
Non-public,Boston Road Towing & Recovery Service Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Primetime Children'S Academy,Non-public,nysed_activeinstitutions,1
Non-public,KIPP Academy Charter School,Non-public,doe_lcgms,1
Non-public,Ready For Action Towing Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Ps 048 Joseph R Drake Annex,Non-public,nysed_activeinstitutions,1
Non-public,Pawar Bros Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Sanford Tower Garage, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Central Park Summer Adventures,Non-public,nysed_activeinstitutions,1
Non-public,Exploring the Arts,Non-public,dcla_culturalinstitutions,1
Non-public,3d Training Institute,Non-public,nysed_activeinstitutions,1
Non-public,Real Deal Auto Tech Inc,Non-public,dca_operatingbusinesses,1
Non-public,Crossroads Community Services Inc.,Non-public,foodbankny_foodbanks,1
Non-public,Jamaica SDA Church,Non-public,foodbankny_foodbanks,1
Non-public,"Ryan'S Towing 1, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,340 East 74th Street Parking Corp,Non-public,dca_operatingbusinesses,1
Non-public,"Through Ages, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,"Global Health Care Training Centre, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,Child Development Center At Queens College,Non-public,dohmh_daycare,1
Non-public,"Keep Rising to the Top, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"Sfinity, Llc",Non-public,nysed_activeinstitutions,1
Non-public,Argus Career Training Institute,Non-public,nysed_activeinstitutions,1
Non-public,Lil' Foot Prints Ltd,Non-public,dohmh_daycare,1
Non-public,"Brooklyn Chinese - American Association,Inc",Non-public,dohmh_daycare,1
Non-public,"Latinos Towing Service, Corp.",Non-public,dca_operatingbusinesses,1
Non-public,Eden Ii School For Autistic Children,Non-public,nysopwdd_providers,1
Non-public,Loyalty Daycare L L C,Non-public,dohmh_daycare,1
Non-public,"Rodriguez, Javier",Non-public,dca_operatingbusinesses,1
Non-public,"Wizard Car Park, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Ymca Of Greater Ny,Non-public,dohmh_daycare,1
Non-public,Hebrew Educational Society,Non-public,nysed_activeinstitutions,1
Non-public,British International School Of New York,Non-public,nysed_activeinstitutions,1
Non-public,Bronxdale Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,The Riverside Church In The City Of New York,Non-public,dohmh_daycare,1
Non-public,"Little Birds Day Care Center, Llc.",Non-public,dohmh_daycare,1
Non-public,First Church of God in Christ,Non-public,foodbankny_foodbanks,2
Non-public,"Neptune Car Park, Llc",Non-public,dca_operatingbusinesses,1
Non-public,"Park On Broadway, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,910 Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Cars Automotive Corp,Non-public,dca_operatingbusinesses,1
Non-public,Millbrook Playground,Non-public,nysed_activeinstitutions,1
Non-public,Creative Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Dead End Recovery & Storage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Kwick Towing & Recovery Inc,Non-public,dca_operatingbusinesses,1
Non-public,Metrokids Cradle Queens Center Inc,Non-public,dohmh_daycare,2
Non-public,Glenmore Plaza,Non-public,nysed_activeinstitutions,1
Non-public,Kosher Culinary Center Inc.,Non-public,nysed_activeinstitutions,1
Non-public,"Rector, Church Wardens, Vestrymembers of the Church of St. Luke in the Field",Non-public,dcla_culturalinstitutions,1
Non-public,Nyc Housing Auth. Summer Comm.,Non-public,nysed_activeinstitutions,1
Non-public,"Flushing Endoscopy Center, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,St. Benedict School,Non-public,dohmh_daycare,1
Non-public,United Lubavitcher Yeshivoth,Non-public,dohmh_daycare,1
Non-public,Congregation Darkei Avos Sanz Of Bp,Non-public,dohmh_daycare,1
Non-public,Birch Family Services Inc.,Non-public,dohmh_daycare,1
Non-public,"Lm Chase Parking, Llc.",Non-public,dca_operatingbusinesses,1
Non-public,Carter Ave Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Knickerbocker Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Peninsula Hospital Center,Non-public,usdot_airports,1
Non-public,Mark Twain Garage Corp,Non-public,dca_operatingbusinesses,1
Non-public,Todt Hill Houses,Non-public,nysed_activeinstitutions,1
Non-public,Polytech Prep Country Day School,Non-public,nysed_activeinstitutions,1
Non-public,Leinad Summer Camp,Non-public,nysed_activeinstitutions,1
Non-public,Rehoboth Open Bible,Non-public,nysed_activeinstitutions,1
Non-public,Sharp Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,American Institute Of Science & Technology Corp,Non-public,nysed_activeinstitutions,1
Non-public,Rabbi Israel Meyer Hacohen Rabbinical Seminary Of,Non-public,dfta_contracts,1
Non-public,Espi Towing & Recovery Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Archives Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Community Agency For Senior Citizens Inc,Non-public,dfta_contracts,7
Non-public,Luria  Academy Of Brooklyn,Non-public,dohmh_daycare,1
Non-public,Northside Auto Towing Inc.,Non-public,dca_operatingbusinesses,1
Non-public,57 & 11 Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Guild For Exceptional Children,Non-public,nysopwdd_providers,1
Non-public,Parkway Elementary School,Non-public,nysed_activeinstitutions,1
Non-public,"Jody Sperling Time Lapse Dance, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Carribean Amer/Montgomery Aca,Non-public,nysed_activeinstitutions,1
Non-public,Scrap It Up Metal Recycling Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Jrd Parking Corp,Non-public,dca_operatingbusinesses,2
Non-public,Rochdale Village Social Services Inc,Non-public,dfta_contracts,1
Non-public,Hispanic Organization of Latin Actors,Non-public,dcla_culturalinstitutions,1
Non-public,Our Lady Of Good Counsel School,Non-public,nysed_activeinstitutions,1
Non-public,American Academy Of Pet Grooming Inc,Non-public,nysed_activeinstitutions,1
Non-public,Gateway City Academy,Non-public,nysed_activeinstitutions,1
Non-public,"Williamsburg Infant & Early Childhood Development Center, Inc.",Non-public,dohmh_daycare,1
Non-public,Saint Joan Of Arc School,Non-public,dohmh_daycare,1
Non-public,Pine Parking Corp.,Non-public,dca_operatingbusinesses,2
Non-public,Masbia of Boro Park,Non-public,foodbankny_foodbanks,4
Non-public,Kings Bay  Ym-Ywha Inc,Non-public,dohmh_daycare,1
Non-public,Bangul Towing & Limousine Service Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Golden Gate Rehabilitation & Health Care Ctr LLC,Non-public,nysdoh_healthfacilities,1
Non-public,Creston Avenue Baptist Church,Non-public,foodbankny_foodbanks,2
Non-public,"Frank Zappone, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,"Feminist Press, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Bronx Charter School for Excellence,Non-public,doe_lcgms,1
Non-public,Mp World Services Llc,Non-public,dca_operatingbusinesses,1
Non-public,Universal Medical Career Trng Ctr,Non-public,nysed_activeinstitutions,1
Non-public,TINY HANDS & FEET DAYCARE LLC,Non-public,doe_universalprek,1
Non-public,Quik Park 48th St. Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Brook Auto, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Jcl1 Enterprise Inc.,Non-public,nysed_activeinstitutions,1
Non-public,416 East 61st Street Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Wyckoff Heights Medical Center,Non-public,nysdoh_healthfacilities,7
Non-public,Amber Charter School,Non-public,doe_lcgms,1
Non-public,Corinthian Garage Corporation,Non-public,dca_operatingbusinesses,1
Non-public,"Cooper-Hewitt, National Design Museum",Non-public,dcla_culturalinstitutions,1
Non-public,Usda-Ceo P168x At Is 271 East Bronx,Non-public,nysed_activeinstitutions,1
Non-public,"355 East 76th Garage, Llc.",Non-public,dca_operatingbusinesses,1
Non-public,Kennedy Pavilion RH LLC,Non-public,nysdoh_healthfacilities,1
Non-public,Basis Independent Manhattan,Non-public,nysed_activeinstitutions,1
Non-public,Tori Operating Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Salvation Army Bedford Comm. Center,Non-public,nysed_activeinstitutions,1
Non-public,Young New Yorkers Inc,Non-public,dcla_culturalinstitutions,1
Non-public,Ocean Hill Collegiate Charter School,Non-public,doe_lcgms,1
Non-public,"Ucp Of New York City, Inc.",Non-public,nysed_activeinstitutions,10
Non-public,Storyville Center for the Spoken Word,Non-public,dcla_culturalinstitutions,1
Non-public,Kids Connect Day Care Inc,Non-public,dohmh_daycare,1
Non-public,Ps 78,Non-public,nysed_activeinstitutions,1
Non-public,Brooklyn LAB Charter School,Non-public,doe_lcgms,1
Non-public,Stapleton (2),Non-public,nysed_activeinstitutions,1
Non-public,Children'S Learning Center At Morningside Heights,Non-public,nysed_activeinstitutions,1
Non-public,Yeshiva Rabbi Chaim Berlin,Non-public,nysed_activeinstitutions,1
Non-public,Lolly's Early Childhood Center,Non-public,doe_universalprek,1
Non-public,Columbia Grammar And Preparatory School,Non-public,dohmh_daycare,1
Non-public,East Harlem Scholars Academy Charter School II,Non-public,doe_lcgms,1
Non-public,"Mac Arthur Collision And Towing, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Lincoln Tehcnical Institute,Non-public,nysed_activeinstitutions,1
Non-public,SCO Family of Services,Non-public,nysomh_mentalhealth,12
Non-public,Kupferberg Center Performances,Non-public,dcla_culturalinstitutions,1
Non-public,"Roger Day Care, Inc.",Non-public,doe_universalprek,1
Non-public,Gan Aliya,Non-public,nysed_activeinstitutions,1
Non-public,Brookwood Child Care,Non-public,nysed_activeinstitutions,1
Non-public,Baby'S Of America Inc.,Non-public,dohmh_daycare,1
Non-public,Artopolis Development,Non-public,dcla_culturalinstitutions,1
Non-public,"Atlantic Parking Mgmt, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Aaa & G Parking Inc,Non-public,dca_operatingbusinesses,1
Non-public,Ivy League Early Learning Academy,Non-public,doe_universalprek,2
Non-public,Sunshine Village Day School,Non-public,nysed_activeinstitutions,1
Non-public,"R & E. Auto Collision And Repairs, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Heartshare Human Services Of New York,Non-public,dohmh_daycare,3
Non-public,"San. Miquel Towing, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Bronx Hs Of Letters,Non-public,nysed_activeinstitutions,1
Non-public,Nr Parking Corp,Non-public,dca_operatingbusinesses,1
Non-public,Key To Heaven Tabernacle,Non-public,nysed_activeinstitutions,1
Non-public,Brooks Memorial UMC,Non-public,foodbankny_foodbanks,1
Non-public,YC Child & Family Center,Non-public,doe_universalprek,1
Non-public,Shout For Joy Baptist Church,Non-public,foodbankny_foodbanks,1
Non-public,Friends Of Crown Hgts #17,Non-public,nysed_activeinstitutions,1
Non-public,"622 West 57th Street Co., L.P.",Non-public,dca_operatingbusinesses,1
Non-public,St. Dominic'S Family Services,Non-public,dohmh_daycare,1
Non-public,Yeshiva Rabbi S R Hirsch,Non-public,nysed_activeinstitutions,1
Non-public,Bumblebees-R-Us Inc.,Non-public,dohmh_daycare,1
Non-public,"HIGHLIGHTS ACADEMY, INC.",Non-public,doe_universalprek,1
Non-public,Flatbush Parking Systems Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Ethical Culture Fieldston School,Non-public,nysed_activeinstitutions,1
Non-public,Mercaz Gan Of Flatbush/Yeshiva Ohel Sarah,Non-public,nysed_activeinstitutions,1
Non-public,"Richmond ASC, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,"Cats Of 49th Sreet, Inc.",Non-public,dohmh_daycare,1
Non-public,Smokin Aces Inc.,Non-public,dca_operatingbusinesses,1
Non-public,"Girl Scout Council Of Greater New York, Inc.",Non-public,dohmh_daycare,2
Non-public,Chassida Shmella:  Ethiopian Jewish Community,Non-public,dcla_culturalinstitutions,1
Non-public,"Groove With Me, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Camp Kidd,Non-public,nysed_activeinstitutions,1
Non-public,Emerging Artists Theatre Company,Non-public,dcla_culturalinstitutions,1
Non-public,Martin Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Kips Bay Boys And Girls Club,Non-public,nysed_activeinstitutions,1
Non-public,3rd Ave Parking Inc,Non-public,dca_operatingbusinesses,1
Non-public,St. George's Episcopal Church,Non-public,foodbankny_foodbanks,2
Non-public,ACTIONPLAY INCORPORATED,Non-public,dcla_culturalinstitutions,1
Non-public,Stepping Stone Pre & Grade School,Non-public,doe_universalprek,1
Non-public,Enterprise 24th Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Learning To Work Yabc At Monroe Academy,Non-public,nysed_activeinstitutions,1
Non-public,Statue Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Grand Auto Towing & Recovery Inc,Non-public,dca_operatingbusinesses,1
Non-public,Minetta Lane Owners Llc,Non-public,dca_operatingbusinesses,1
Non-public,Angelo Paulino,Non-public,nysdec_solidwaste,1
Non-public,Salvationarmy/Harlem Temple,Non-public,nysed_activeinstitutions,1
Non-public,"Lardon 575, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Sephardic Community Center #2,Non-public,nysed_activeinstitutions,1
Non-public,Mp West 57th Llc,Non-public,dca_operatingbusinesses,1
NYCACS,NYC Administration for Childrens Services,Public,dcp_sfpsd,74
NYCACS,NYC Administration for Childrens Services,Public,dcas_colp,83
NYCACT,NYC Office of the Actuary,Public,dcas_colp,1
NYCACT,NYC Office of the Actuary,Public,dcp_sfpsd,1
NYCBIC,NYC Business Integrity Commission,Public,dcp_sfpsd,3
NYCBIC,NYC Business Integrity Commission,Public,dcas_colp,3
NYCBOE,NYC Board of Elections,Public,dcas_colp,22
NYCBOE,NYC Board of Elections,Public,dcp_sfpsd,8
NYCBP-BK,NYC Borough President - Brooklyn,Public,dcp_sfpsd,1
NYCBP-BK,NYC Borough President - Brooklyn,Public,dcas_colp,1
NYCBP-BX,NYC Borough President - Bronx,Public,dcas_colp,1
NYCBP-BX,NYC Borough President - Bronx,Public,dcp_sfpsd,1
